Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Day_of_Week,Year,Month,Day,Lag_1,Lag_7,Lag_14,Lag_28,Rolling_7,Rolling_28,Predicted Units Sold,Error,Absolute_Error,7_Day_Run_Rate,Safety_Stock,Reorder_Point,Recommended_Order_Qty,Inventory_Coverage_Days,Risk_Level,Recommendation
2023-02-14,S002,P0001,Toys,West,91,56,142,73.93,28.29,20,Rainy,0,32.76,Autumn,1,2023,2,14,205.0,39.0,125.0,326.0,72.71428571428571,125.92857142857143,47.357513,8.642486572265625,8.642486572265625,331.5026,66.30052,397.8031,307,1.921553591255636,High,ORDER NOW
2023-02-15,S002,P0001,Groceries,South,432,241,177,253.46,55.95,15,Snowy,0,52.48,Summer,2,2023,2,15,56.0,96.0,231.0,36.0,75.14285714285714,116.28571428571429,202.38846,38.611541748046875,38.611541748046875,1416.7192,283.34384,1700.0631,1269,2.1345090709777716,High,ORDER NOW
2023-02-16,S002,P0001,Furniture,West,231,102,162,110.39,33.16,20,Rainy,1,32.71,Autumn,3,2023,2,16,241.0,74.0,210.0,143.0,95.85714285714286,123.60714285714286,118.81953,-16.81952667236328,16.81952667236328,831.7367,166.34734,998.08405,768,1.9441248965497624,High,ORDER NOW
2023-02-17,S002,P0001,Toys,West,197,77,123,91.02,47.43,5,Rainy,0,50.17,Winter,4,2023,2,17,102.0,23.0,42.0,111.0,99.85714285714286,122.14285714285714,103.402275,-26.40227508544922,26.40227508544922,723.8159,144.76318,868.5791,672,1.905180517906437,High,ORDER NOW
2023-02-18,S002,P0001,Furniture,West,196,161,128,179.77,91.89,0,Rainy,1,96.57,Winter,5,2023,2,18,77.0,67.0,34.0,242.0,107.57142857142857,120.92857142857143,97.21594,63.7840576171875,63.7840576171875,680.5116,136.10233,816.6139,621,2.016130227161715,High,ORDER NOW
2023-02-19,S002,P0001,Electronics,West,286,209,96,219.34,47.38,20,Snowy,1,50.15,Summer,6,2023,2,19,161.0,5.0,92.0,9.0,121.0,118.03571428571429,147.07219,61.92781066894531,61.92781066894531,1029.5054,205.90108,1235.4065,950,1.9446232581485774,High,ORDER NOW
2023-02-20,S002,P0001,Furniture,West,161,142,40,157.8,76.24,15,Rainy,1,75.45,Summer,0,2023,2,20,209.0,205.0,79.0,424.0,150.14285714285714,125.17857142857143,79.70893,62.29106903076172,62.29106903076172,557.9625,111.59251,669.55505,509,2.0198489434281086,High,ORDER NOW
2023-02-21,S002,P0001,Groceries,West,413,238,141,247.45,80.06,5,Sunny,1,82.58,Spring,1,2023,2,21,142.0,56.0,39.0,155.0,141.14285714285714,115.10714285714286,215.5347,22.465301513671875,22.465301513671875,1508.7429,301.7486,1810.4915,1398,1.9161647887808542,High,ORDER NOW
2023-02-22,S002,P0001,Toys,East,154,83,151,85.28,84.37,15,Sunny,1,86.94,Winter,2,2023,2,22,238.0,241.0,96.0,58.0,167.14285714285714,118.07142857142857,75.82635,7.173652648925781,7.173652648925781,530.7844,106.15688,636.9413,483,2.0309563282401513,High,ORDER NOW
2023-02-23,S002,P0001,Clothing,West,114,19,30,19.97,74.38,10,Sunny,1,70.34,Summer,3,2023,2,23,83.0,102.0,74.0,143.0,144.57142857142858,118.96428571428571,66.9056,-47.905601501464844,47.905601501464844,468.3392,93.66784,562.007,449,1.7038932083661793,High,ORDER NOW
2023-02-24,S002,P0001,Groceries,North,486,289,169,293.36,71.76,0,Sunny,1,69.85,Winter,4,2023,2,24,19.0,77.0,23.0,423.0,132.71428571428572,114.53571428571429,217.91188,71.08811950683594,71.08811950683594,1525.3832,305.07663,1830.4598,1345,2.230259308946884,High,ORDER NOW
2023-02-25,S002,P0001,Clothing,North,258,141,190,153.5,65.43,10,Snowy,0,67.22,Autumn,5,2023,2,25,289.0,161.0,67.0,52.0,163.0,109.75,120.66248,20.33751678466797,20.33751678466797,844.6374,168.92747,1013.5649,756,2.1381956771068436,High,ORDER NOW
2023-02-26,S002,P0001,Groceries,North,66,33,22,36.36,68.91,20,Cloudy,1,68.49,Spring,6,2023,2,26,141.0,209.0,5.0,26.0,160.14285714285714,112.92857142857143,37.870995,-4.870994567871094,4.870994567871094,265.09695,53.01939,318.11633,253,1.742758561086033,High,ORDER NOW
2023-02-27,S002,P0001,Electronics,South,207,117,20,135.96,41.59,20,Snowy,0,41.93,Autumn,0,2023,2,27,33.0,142.0,205.0,56.0,135.0,113.17857142857143,105.12107,11.878929138183594,11.878929138183594,735.8475,147.1695,883.01697,677,1.9691580222970269,High,ORDER NOW
2023-02-28,S002,P0001,Electronics,East,156,134,27,152.45,53.01,10,Snowy,0,49.25,Winter,1,2023,2,28,117.0,238.0,56.0,125.0,131.42857142857142,115.35714285714286,86.112495,47.88750457763672,47.88750457763672,602.7875,120.557495,723.345,568,1.8115837804357373,High,ORDER NOW
2023-03-01,S002,P0001,Furniture,North,239,44,94,52.43,70.49,10,Sunny,0,70.99,Autumn,2,2023,3,1,134.0,83.0,241.0,231.0,116.57142857142857,115.67857142857143,122.36825,-78.36824798583984,78.36824798583984,856.57776,171.31555,1027.8933,789,1.9531210418870792,High,ORDER NOW
2023-03-02,S002,P0001,Electronics,South,378,266,79,261.72,27.09,15,Cloudy,1,27.38,Winter,3,2023,3,2,44.0,19.0,102.0,210.0,111.0,109.0,189.02994,76.97006225585938,76.97006225585938,1323.2096,264.64194,1587.8516,1210,1.999683248648358,High,ORDER NOW
2023-03-03,S002,P0001,Furniture,West,326,314,112,326.79,94.11,20,Sunny,1,93.4,Autumn,4,2023,3,3,266.0,289.0,77.0,42.0,146.28571428571428,111.0,158.73251,155.26748657226562,155.26748657226562,1111.1276,222.22551,1333.353,1008,2.0537695331613137,High,ORDER NOW
2023-03-04,S002,P0001,Groceries,South,486,411,122,409.18,79.26,5,Cloudy,1,83.49,Summer,5,2023,3,4,314.0,141.0,161.0,34.0,149.85714285714286,120.71428571428571,269.73914,141.2608642578125,141.2608642578125,1888.174,377.6348,2265.8088,1780,1.80174077692794,High,ORDER NOW
2023-03-05,S002,P0001,Clothing,North,429,163,52,172.3,53.81,20,Rainy,0,57.27,Spring,6,2023,3,5,411.0,33.0,209.0,92.0,188.42857142857142,134.17857142857142,200.35873,-37.358734130859375,37.358734130859375,1402.5111,280.50223,1683.0133,1255,2.141159465101278,High,ORDER NOW
2023-03-06,S002,P0001,Toys,South,81,14,165,20.12,89.92,20,Sunny,0,92.94,Winter,0,2023,3,6,163.0,117.0,142.0,79.0,207.0,136.71428571428572,33.37473,-19.37472915649414,19.37472915649414,233.62311,46.72462,280.34772,200,2.4269859875174093,High,ORDER NOW
2023-03-07,S002,P0001,Furniture,West,377,224,34,224.69,57.34,10,Cloudy,1,56.24,Summer,1,2023,3,7,14.0,134.0,238.0,39.0,192.28571428571428,134.39285714285714,180.23405,43.76594543457031,43.76594543457031,1261.6384,252.32768,1513.9661,1137,2.091724568417447,High,ORDER NOW
2023-03-08,S002,P0001,Toys,East,417,233,67,248.31,16.6,20,Cloudy,1,15.79,Spring,2,2023,3,8,224.0,44.0,83.0,96.0,205.14285714285714,141.0,218.09056,14.909439086914062,14.909439086914062,1526.6339,305.32678,1831.9607,1415,1.9120497386688093,High,ORDER NOW
2023-03-09,S002,P0001,Electronics,West,477,440,34,435.03,52.03,15,Rainy,1,50.03,Winter,3,2023,3,9,233.0,266.0,19.0,74.0,232.14285714285714,145.89285714285714,249.56244,190.43756103515625,190.43756103515625,1746.937,349.38742,2096.3245,1620,1.9113453209487015,High,ORDER NOW
2023-03-10,S002,P0001,Electronics,North,53,36,166,33.14,96.41,15,Snowy,1,92.13,Autumn,4,2023,3,10,440.0,314.0,289.0,23.0,257.0,158.96428571428572,30.414042,5.585958480834961,5.585958480834961,212.89828,42.57966,255.47794,203,1.7426161520363117,High,ORDER NOW
2023-03-11,S002,P0001,Groceries,South,318,158,168,172.1,68.06,15,Sunny,0,71.41,Spring,5,2023,3,11,36.0,411.0,141.0,67.0,217.28571428571428,159.42857142857142,172.76997,-14.769973754882812,14.769973754882812,1209.3898,241.87796,1451.2677,1134,1.8405976055258428,High,ORDER NOW
2023-03-12,S002,P0001,Furniture,South,159,151,177,142.81,19.09,10,Rainy,0,23.67,Winter,6,2023,3,12,158.0,163.0,33.0,5.0,181.14285714285714,162.67857142857142,80.9177,70.0822982788086,70.0822982788086,566.4239,113.28478,679.7087,521,1.9649594170117135,High,ORDER NOW
2023-03-13,S002,P0001,Groceries,North,450,13,97,24.13,83.78,0,Rainy,0,84.56,Autumn,0,2023,3,13,151.0,14.0,117.0,205.0,179.42857142857142,167.89285714285714,233.2159,-220.2158966064453,220.2158966064453,1632.5112,326.50226,1959.0134,1510,1.929542567843823,High,ORDER NOW
2023-03-14,S002,P0001,Electronics,West,223,213,155,230.83,47.07,20,Rainy,1,49.69,Spring,1,2023,3,14,13.0,224.0,134.0,56.0,179.28571428571428,161.03571428571428,115.642166,97.35783386230469,97.35783386230469,809.4952,161.89903,971.3942,749,1.9283623564649726,High,ORDER NOW
2023-03-15,S002,P0001,Groceries,East,419,119,144,129.9,94.24,15,Sunny,0,93.85,Autumn,2,2023,3,15,213.0,233.0,44.0,241.0,177.71428571428572,166.64285714285714,223.06009,-104.06008911132812,104.06008911132812,1561.4207,312.28415,1873.7048,1455,1.878417612354128,High,ORDER NOW
2023-03-16,S002,P0001,Groceries,West,244,244,57,255.23,52.22,10,Cloudy,0,48.24,Winter,3,2023,3,16,119.0,440.0,266.0,102.0,161.42857142857142,162.28571428571428,116.31919,127.6808090209961,127.6808090209961,814.2343,162.84686,977.0812,734,2.097676212724373,High,ORDER NOW
2023-03-17,S002,P0001,Toys,West,253,146,45,157.49,14.22,0,Sunny,1,12.78,Autumn,4,2023,3,17,244.0,36.0,314.0,77.0,133.42857142857142,167.35714285714286,131.46419,14.535812377929688,14.535812377929688,920.2493,184.04987,1104.2992,852,1.9244784802330925,High,ORDER NOW
2023-03-18,S002,P0001,Groceries,North,254,124,163,137.07,87.05,15,Sunny,0,86.35,Spring,5,2023,3,18,146.0,158.0,411.0,161.0,149.14285714285714,169.82142857142858,117.78466,6.215339660644531,6.215339660644531,824.4926,164.89853,989.3911,736,2.1564777558315953,High,ORDER NOW
2023-03-19,S002,P0001,Electronics,South,274,198,31,188.88,43.38,15,Snowy,0,40.79,Summer,6,2023,3,19,124.0,151.0,163.0,209.0,144.28571428571428,168.5,142.5344,55.465606689453125,55.465606689453125,997.7407,199.54814,1197.2888,924,1.9223430474287169,High,ORDER NOW
2023-03-20,S002,P0001,Toys,East,380,91,134,83.46,80.7,0,Rainy,1,84.44,Winter,0,2023,3,20,198.0,13.0,14.0,142.0,151.0,168.10714285714286,184.72185,-93.72184753417969,93.72184753417969,1293.053,258.6106,1551.6636,1172,2.0571470298319063,High,ORDER NOW
2023-03-21,S002,P0001,Groceries,South,288,156,136,160.85,40.46,10,Sunny,1,43.62,Spring,1,2023,3,21,91.0,213.0,224.0,238.0,162.14285714285714,166.28571428571428,131.34964,24.650360107421875,24.650360107421875,919.4475,183.88951,1103.337,816,2.1926211616227915,High,ORDER NOW
2023-03-22,S002,P0001,Groceries,South,474,197,164,211.77,57.53,5,Cloudy,0,62.44,Autumn,2,2023,3,22,156.0,119.0,233.0,83.0,154.0,163.35714285714286,235.86964,-38.86964416503906,38.86964416503906,1651.0875,330.2175,1981.305,1508,2.009584580830334,High,ORDER NOW
2023-03-23,S002,P0001,Clothing,West,251,245,174,264.82,82.97,0,Rainy,0,86.48,Autumn,3,2023,3,23,197.0,244.0,440.0,19.0,165.14285714285714,167.42857142857142,133.0105,111.989501953125,111.989501953125,931.0735,186.2147,1117.2882,867,1.8870690936857002,High,ORDER NOW
2023-03-24,S002,P0001,Toys,West,90,59,105,51.59,85.49,10,Rainy,0,85.22,Spring,4,2023,3,24,245.0,146.0,36.0,289.0,165.28571428571428,175.5,50.545414,8.454586029052734,8.454586029052734,353.8179,70.76358,424.58148,335,1.78057696889634,High,ORDER NOW
2023-03-25,S002,P0001,Clothing,South,210,205,128,207.54,59.04,0,Sunny,0,56.22,Spring,5,2023,3,25,59.0,124.0,158.0,141.0,152.85714285714286,167.28571428571428,100.401436,104.59856414794922,104.59856414794922,702.81006,140.56201,843.3721,634,2.0916035534536688,High,ORDER NOW
2023-03-26,S002,P0001,Furniture,West,339,249,164,249.52,55.36,20,Sunny,0,50.7,Summer,6,2023,3,26,205.0,198.0,151.0,33.0,164.42857142857142,169.57142857142858,160.19344,88.80656433105469,88.80656433105469,1121.354,224.2708,1345.6248,1007,2.116191581661156,High,ORDER NOW
2023-03-27,S002,P0001,Furniture,East,414,55,72,64.77,17.06,20,Sunny,1,12.23,Autumn,0,2023,3,27,249.0,91.0,13.0,117.0,171.71428571428572,177.28571428571428,229.00621,-174.00621032714844,174.00621032714844,1603.0435,320.6087,1923.6521,1510,1.8078112353746973,High,ORDER NOW
2023-03-28,S002,P0001,Toys,East,285,189,137,200.75,40.27,0,Rainy,1,40.77,Spring,1,2023,3,28,55.0,156.0,213.0,134.0,166.57142857142858,175.07142857142858,144.44202,44.5579833984375,44.5579833984375,1011.0941,202.21883,1213.313,929,1.9731100873934837,High,ORDER NOW
2023-03-29,S002,P0001,Furniture,South,272,249,63,259.1,74.52,15,Sunny,1,75.59,Autumn,2,2023,3,29,189.0,197.0,119.0,44.0,171.28571428571428,177.03571428571428,135.04022,113.95977783203125,113.95977783203125,945.28156,189.05632,1134.3379,863,2.014214695690258,High,ORDER NOW
2023-03-30,S002,P0001,Electronics,South,170,35,81,39.07,71.84,5,Cloudy,0,76.19,Summer,3,2023,3,30,249.0,245.0,244.0,266.0,178.71428571428572,184.35714285714286,86.63573,-51.63572692871094,51.63572692871094,606.4501,121.290016,727.7401,558,1.9622389749195062,High,ORDER NOW
2023-03-31,S002,P0001,Toys,West,274,125,92,119.13,24.33,5,Rainy,1,29.28,Summer,4,2023,3,31,35.0,59.0,146.0,314.0,148.71428571428572,176.10714285714286,139.17339,-14.173385620117188,14.173385620117188,974.2137,194.84274,1169.0564,896,1.968767223554515,High,ORDER NOW
2023-04-01,S002,P0001,Groceries,North,350,84,191,95.27,66.42,10,Cloudy,0,65.95,Winter,5,2023,4,1,125.0,205.0,124.0,411.0,158.14285714285714,169.35714285714286,159.9962,-75.99620056152344,75.99620056152344,1119.9734,223.99467,1343.968,994,2.1875519466814732,High,ORDER NOW
2023-04-02,S002,P0001,Furniture,East,449,377,77,393.13,85.82,15,Snowy,0,86.83,Summer,6,2023,4,2,84.0,249.0,198.0,163.0,140.85714285714286,157.67857142857142,230.31027,146.68972778320312,146.68972778320312,1612.1719,322.4344,1934.6062,1486,1.9495439594519908,High,ORDER NOW
2023-04-03,S002,P0001,Groceries,South,57,54,193,64.53,29.08,0,Sunny,0,30.39,Spring,0,2023,4,3,377.0,55.0,91.0,14.0,159.14285714285714,165.32142857142858,39.74468,14.255321502685547,14.255321502685547,278.21274,55.642548,333.8553,277,1.434154260521984,High,ORDER NOW
2023-04-04,S002,P0001,Furniture,South,421,313,78,303.64,77.23,10,Cloudy,1,73.64,Summer,1,2023,4,4,54.0,189.0,156.0,224.0,159.0,166.75,196.29073,116.70927429199219,116.70927429199219,1374.035,274.807,1648.842,1228,2.144777846642935,High,ORDER NOW
2023-04-05,S002,P0001,Furniture,West,457,1,184,20.93,33.74,5,Sunny,0,33.23,Autumn,2,2023,4,5,313.0,249.0,197.0,233.0,176.71428571428572,169.92857142857142,255.58612,-254.58612060546875,254.58612060546875,1789.1028,357.82056,2146.9233,1690,1.788047014905948,High,ORDER NOW
2023-04-06,S002,P0001,Electronics,East,320,311,115,312.67,61.29,5,Sunny,0,63.0,Autumn,3,2023,4,6,1.0,35.0,245.0,440.0,141.28571428571428,161.64285714285714,147.67299,163.32701110839844,163.32701110839844,1033.7109,206.74219,1240.4531,921,2.1669501132322444,High,ORDER NOW
2023-04-07,S002,P0001,Furniture,North,471,45,191,51.53,96.81,20,Rainy,0,92.86,Summer,4,2023,4,7,311.0,125.0,59.0,36.0,180.71428571428572,157.03571428571428,259.43973,-214.43972778320312,214.43972778320312,1816.0781,363.21564,2179.2937,1709,1.815450563506542,High,ORDER NOW
2023-04-08,S002,P0001,Clothing,North,91,61,34,66.85,90.89,5,Rainy,0,91.11,Autumn,5,2023,4,8,45.0,84.0,205.0,158.0,169.28571428571428,157.35714285714286,53.40365,7.596351623535156,7.596351623535156,373.82553,74.76511,448.59064,358,1.7040034298500097,High,ORDER NOW
2023-04-09,S002,P0001,Electronics,West,61,13,43,7.15,77.56,10,Sunny,0,76.76,Winter,6,2023,4,9,61.0,377.0,249.0,151.0,166.0,153.89285714285714,28.02342,-15.023420333862305,15.023420333862305,196.16394,39.232788,235.39673,175,2.1767507061331197,High,ORDER NOW
2023-04-10,S002,P0001,Toys,East,428,398,199,388.82,68.96,15,Sunny,1,69.11,Summer,0,2023,4,10,13.0,54.0,55.0,13.0,114.0,148.96428571428572,213.7768,184.22320556640625,184.22320556640625,1496.4375,299.2875,1795.725,1368,2.0020882113701597,High,ORDER NOW
2023-04-11,S002,P0001,Toys,West,210,39,91,50.46,52.81,5,Snowy,1,55.65,Spring,1,2023,4,11,398.0,313.0,189.0,213.0,163.14285714285714,162.71428571428572,116.54352,-77.54351806640625,77.54351806640625,815.8046,163.16093,978.9656,769,1.8019020146649636,High,ORDER NOW
2023-04-12,S002,P0001,Electronics,East,301,192,175,207.21,19.53,15,Sunny,0,18.62,Spring,2,2023,4,12,39.0,1.0,249.0,119.0,124.0,156.5,139.58646,52.413543701171875,52.413543701171875,977.1052,195.42105,1172.5262,872,2.1563696649452586,High,ORDER NOW
2023-04-13,S002,P0001,Furniture,West,336,43,81,35.56,13.27,0,Sunny,1,15.76,Summer,3,2023,4,13,192.0,311.0,35.0,244.0,151.28571428571428,159.10714285714286,150.5529,-107.55290222167969,107.55290222167969,1053.8704,210.77408,1264.6444,929,2.2317736492735367,High,ORDER NOW
2023-04-14,S002,P0001,Toys,East,80,26,63,31.41,19.55,0,Sunny,1,16.08,Spring,4,2023,4,14,43.0,45.0,125.0,146.0,113.0,151.92857142857142,44.72536,-18.725360870361328,18.725360870361328,313.0775,62.615505,375.69302,296,1.7886943435042135,High,ORDER NOW
2023-04-15,S002,P0001,Clothing,South,276,250,105,260.15,55.95,20,Snowy,1,57.49,Winter,5,2023,4,15,26.0,61.0,84.0,124.0,110.28571428571429,147.64285714285714,141.33682,108.66317749023438,108.66317749023438,989.3578,197.87157,1187.2294,912,1.9527819792392027,High,ORDER NOW
2023-04-16,S002,P0001,Furniture,East,143,10,181,28.6,70.63,15,Snowy,0,70.34,Summer,6,2023,4,16,250.0,13.0,377.0,198.0,137.28571428571428,152.14285714285714,62.982933,-52.982933044433594,52.982933044433594,440.88052,88.17611,529.05664,387,2.2704563456756683,High,ORDER NOW
2023-04-17,S002,P0001,Electronics,South,428,183,197,192.55,45.07,20,Rainy,1,42.6,Summer,0,2023,4,17,10.0,398.0,54.0,91.0,136.85714285714286,145.42857142857142,192.27216,-9.27215576171875,9.27215576171875,1345.905,269.181,1615.086,1188,2.226011344723345,High,ORDER NOW
2023-04-18,S002,P0001,Clothing,South,429,416,192,409.44,33.92,10,Cloudy,1,33.76,Winter,1,2023,4,18,183.0,39.0,313.0,156.0,106.14285714285714,148.71428571428572,207.51775,208.4822540283203,208.4822540283203,1452.6243,290.52487,1743.1492,1315,2.0672930789183996,High,ORDER NOW
2023-04-19,S002,P0001,Clothing,North,227,187,159,178.78,14.92,20,Snowy,0,12.41,Winter,2,2023,4,19,416.0,192.0,1.0,197.0,160.0,158.0,126.198006,60.80199432373047,60.80199432373047,883.38605,176.67722,1060.0632,834,1.7987605967586653,High,ORDER NOW
2023-04-20,S002,P0001,Groceries,East,178,87,182,84.87,71.85,5,Snowy,1,76.76,Winter,3,2023,4,20,187.0,43.0,311.0,245.0,159.28571428571428,157.64285714285714,81.11544,5.884559631347656,5.884559631347656,567.8081,113.56162,681.36975,504,2.194403422961498,High,ORDER NOW
2023-04-21,S002,P0001,Toys,South,284,176,130,183.07,66.96,5,Sunny,0,62.34,Spring,4,2023,4,21,87.0,26.0,45.0,59.0,165.57142857142858,152.0,134.24065,41.75935363769531,41.75935363769531,939.6845,187.9369,1127.6215,844,2.1156036394037234,High,ORDER NOW
2023-04-22,S002,P0001,Clothing,South,335,220,186,228.8,96.71,10,Snowy,0,101.64,Autumn,5,2023,4,22,176.0,250.0,61.0,205.0,187.0,156.17857142857142,164.63986,55.360137939453125,55.360137939453125,1152.479,230.4958,1382.9749,1048,2.0347441731747966,High,ORDER NOW
2023-04-23,S002,P0001,Electronics,West,224,188,69,199.48,39.47,5,Snowy,0,42.51,Winter,6,2023,4,23,220.0,10.0,13.0,249.0,182.71428571428572,156.71428571428572,114.40485,73.59515380859375,73.59515380859375,800.8339,160.1668,961.00073,738,1.9579590153483044,High,ORDER NOW
2023-04-24,S002,P0001,Toys,East,349,28,125,35.56,64.68,0,Rainy,0,63.17,Autumn,0,2023,4,24,188.0,183.0,398.0,55.0,208.14285714285714,154.53571428571428,167.3279,-139.32789611816406,139.32789611816406,1171.2953,234.25906,1405.5543,1057,2.0857251426477164,High,ORDER NOW
2023-04-25,S002,P0001,Toys,West,427,423,119,433.97,86.43,10,Rainy,1,90.05,Spring,1,2023,4,25,28.0,416.0,39.0,189.0,186.0,153.57142857142858,196.44553,226.55447387695312,226.55447387695312,1375.1187,275.02374,1650.1423,1224,2.173630565312755,High,ORDER NOW
2023-04-26,S002,P0001,Electronics,West,133,17,103,34.8,23.12,10,Cloudy,0,25.62,Spring,2,2023,4,26,423.0,187.0,192.0,249.0,187.0,161.92857142857142,71.339035,-54.33903503417969,54.33903503417969,499.37323,99.87465,599.24786,467,1.8643369641357994,High,ORDER NOW
2023-04-27,S002,P0001,Groceries,West,443,401,175,413.62,58.58,20,Snowy,0,60.33,Winter,3,2023,4,27,17.0,87.0,43.0,35.0,162.71428571428572,153.64285714285714,197.00157,203.99842834472656,203.99842834472656,1379.011,275.80222,1654.8132,1212,2.248713024356938,High,ORDER NOW
2023-04-28,S002,P0001,Furniture,West,458,176,172,168.17,45.38,0,Sunny,1,47.4,Summer,4,2023,4,28,401.0,176.0,26.0,125.0,207.57142857142858,166.71428571428572,289.89542,-113.89541625976562,113.89541625976562,2029.268,405.8536,2435.1216,1978,1.5798801026560607,High,ORDER NOW
2023-04-29,S002,P0001,Toys,East,77,73,97,68.08,85.31,5,Snowy,0,81.57,Autumn,5,2023,4,29,176.0,220.0,250.0,84.0,207.57142857142858,168.53571428571428,35.183933,37.81606674194336,37.81606674194336,246.28754,49.257507,295.54504,219,2.188498921801702,High,ORDER NOW
2023-04-30,S002,P0001,Toys,West,166,36,120,44.91,46.16,20,Snowy,0,47.23,Summer,6,2023,4,30,73.0,188.0,10.0,377.0,186.57142857142858,168.14285714285714,67.80203,-31.802032470703125,31.802032470703125,474.61423,94.922844,569.53705,404,2.4483041872192794,High,ORDER NOW
2023-05-01,S002,P0001,Groceries,South,421,51,70,48.36,91.26,15,Cloudy,0,94.05,Autumn,0,2023,5,1,36.0,28.0,183.0,54.0,164.85714285714286,155.96428571428572,195.89615,-144.89614868164062,144.89614868164062,1371.2731,274.2546,1645.5277,1225,2.149097891067708,High,ORDER NOW
2023-05-02,S002,P0001,Toys,East,486,194,62,210.57,88.61,10,Rainy,0,92.03,Winter,1,2023,5,2,51.0,423.0,416.0,313.0,168.14285714285714,155.85714285714286,231.04002,-37.04002380371094,37.04002380371094,1617.2802,323.45602,1940.7362,1455,2.1035316392319117,High,ORDER NOW
2023-05-03,S002,P0001,Clothing,South,217,87,101,85.53,54.2,10,Rainy,1,53.11,Summer,2,2023,5,3,194.0,17.0,187.0,1.0,135.42857142857142,151.60714285714286,111.05104,-24.051040649414062,24.051040649414062,777.3573,155.47147,932.82874,716,1.954056429647199,High,ORDER NOW
2023-05-04,S002,P0001,Furniture,West,457,101,130,109.58,40.43,15,Cloudy,0,42.06,Autumn,3,2023,5,4,87.0,401.0,87.0,311.0,145.42857142857142,154.67857142857142,213.36238,-112.36238098144531,112.36238098144531,1493.5366,298.70734,1792.2439,1336,2.1418958576382883,High,ORDER NOW
2023-05-05,S002,P0001,Electronics,North,404,233,118,242.44,96.39,20,Sunny,1,93.17,Spring,4,2023,5,5,101.0,176.0,176.0,45.0,102.57142857142857,147.17857142857142,201.57959,31.42041015625,31.42041015625,1411.0571,282.21143,1693.2686,1290,2.00417115796868,High,ORDER NOW
2023-05-06,S002,P0001,Furniture,North,114,60,91,67.41,30.64,15,Rainy,1,28.52,Spring,5,2023,5,6,233.0,73.0,220.0,61.0,110.71428571428571,153.89285714285714,58.763985,1.2360153198242188,1.2360153198242188,411.3479,82.269585,493.6175,380,1.9399637485518961,High,ORDER NOW
2023-05-07,S002,P0001,Toys,East,53,1,127,11.85,53.91,20,Snowy,0,55.43,Winter,6,2023,5,7,60.0,36.0,188.0,13.0,108.85714285714286,153.85714285714286,32.837452,-31.837451934814453,31.837451934814453,229.86217,45.972435,275.8346,223,1.6140107370453156,High,ORDER NOW
2023-05-08,S002,P0001,Furniture,North,349,61,157,79.23,44.04,15,Rainy,0,48.69,Winter,0,2023,5,8,1.0,51.0,28.0,398.0,103.85714285714286,153.42857142857142,165.61053,-104.61053466796875,104.61053466796875,1159.2737,231.85474,1391.1284,1043,2.107353863084298,High,ORDER NOW
2023-05-09,S002,P0001,Groceries,East,290,182,130,199.92,88.49,20,Rainy,0,90.8,Spring,1,2023,5,9,61.0,194.0,423.0,39.0,105.28571428571429,141.39285714285714,116.44246,65.55754089355469,65.55754089355469,815.0972,163.01945,978.1167,689,2.490500477449535,High,ORDER NOW
2023-05-10,S002,P0001,Electronics,East,86,14,44,10.0,41.34,10,Snowy,0,42.94,Spring,2,2023,5,10,182.0,87.0,17.0,192.0,103.57142857142857,146.5,44.310383,-30.310382843017578,30.310382843017578,310.17267,62.034534,372.2072,287,1.9408543659999513,High,ORDER NOW
2023-05-11,S002,P0001,Clothing,West,385,143,36,143.83,42.12,15,Sunny,0,47.07,Spring,3,2023,5,11,14.0,101.0,401.0,43.0,93.14285714285714,140.14285714285714,180.81175,-37.81175231933594,37.81175231933594,1265.6823,253.13646,1518.8187,1134,2.129286371386094,High,ORDER NOW
2023-05-12,S002,P0001,Groceries,South,253,238,26,245.96,79.11,0,Snowy,1,83.18,Summer,4,2023,5,12,143.0,233.0,176.0,26.0,99.14285714285714,143.71428571428572,132.21236,105.78764343261719,105.78764343261719,925.4865,185.0973,1110.5839,858,1.913588158993725,High,ORDER NOW
2023-05-13,S002,P0001,Furniture,East,346,66,144,75.49,96.82,5,Sunny,1,101.44,Summer,5,2023,5,13,238.0,60.0,73.0,250.0,99.85714285714286,151.28571428571428,163.2969,-97.29690551757812,97.29690551757812,1143.0784,228.61568,1371.6941,1026,2.1188399063860692,High,ORDER NOW
2023-05-14,S002,P0001,Groceries,North,331,65,148,65.98,12.08,0,Snowy,1,15.91,Spring,6,2023,5,14,66.0,1.0,36.0,10.0,100.71428571428571,144.71428571428572,164.70491,-99.70491027832031,99.70491027832031,1152.9343,230.58687,1383.5212,1053,2.0096547178871127,High,ORDER NOW
2023-05-15,S002,P0001,Furniture,West,158,13,50,8.75,77.0,10,Snowy,1,78.57,Summer,0,2023,5,15,65.0,61.0,51.0,183.0,109.85714285714286,146.67857142857142,86.583115,-73.58311462402344,73.58311462402344,606.0818,121.21636,727.29816,570,1.8248361783483493,High,ORDER NOW
